Unnamed: 0,datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude ,color
22275,1/24/2006 22:01,new york city (staten island),ny,us,diamond,3600,1 hour,Blue&#44 red and yellow lights flashing. It was moving back and forth very low.  ((NUFORC Note:  Possible sighting of Sirius?  PD)),2/14/2006,40.7141667,-74.0063889,red
22277,12/4/2007 01:00,burbank,ca,us,light,5,5 seconds,Firey blue light speeds toward the ground behind the mountains.,3/4/2008,34.1808333,-118.3080556,blue
22279,12/4/2007 02:30,north las vegas,nv,us,fireball,4,4 seconds,inside of car lit up white for a sec. looked out side and saw a blue/green/yellow ball. very bright and then took off and left trail of,3/4/2008,36.1988889,-115.1166667,white
22292,1/24/2007 18:00,exeter,nh,us,changing,900,15 minutes,Just after sunset&#44my wife and I observed a large&#44round&#44glowing white orb with blue&#44green&#44and purple blinking lights in the middle.,2/1/2007,42.9813889,-70.9483333,white
22296,1/24/2007 19:54,greenville,sc,us,light,5,5 sec.,01-24-2007 Greenville SC --------- light green light falling down,2/1/2007,34.8525000,-82.3941667,green
22302,12/4/2007 20:00,valley view/sanger (between),tx,,diamond,60,one minute,slow moving object moving over highway in between sanger and valley view tx had a green glow,3/4/2008,33.404593,-97.188783,green
22304,12/4/2007 21:20,jacksonville,fl,us,teardrop,3,2 to 3 sec,Bright blue orb with a tail,3/4/2008,30.3319444,-81.6558333,blue
22306,12/4/2007 21:30,jacksonville,fl,us,fireball,1015,10  - 15 seconds,While driving west on a major highway&#44JTB&#44 just a few miles from the beach&#44 a  green fireball wisked by really fast&#44 going W-SW.  It wa,1/21/2008,30.3319444,-81.6558333,green
22309,12/4/2007 22:15,lower burrell,pa,us,light,3,2-3 seconds,I was driving along a rural road&#44 when I noticed a blinding white light in my rear view mirror.,3/4/2008,40.5530556,-79.7575,white
22313,1/24/2008 06:30,fort myers,fl,us,light,600,10 minutes,Three white lights in triangular form hovering over lake in Fort myers Florida,2/14/2008,26.6402778,-81.8725,white
22319,1/24/2008 18:00,hammond,in,us,unknown,600,10 minutes,Silent craft with 4 bright lights one red on top that floated then excelerated far and high in seconds.,10/31/2008,41.5833333,-87.5,red
22322,1/24/2008 18:30,hammond,in,us,unknown,180,3 minutes,Evening clear sky air ship with two bright lights turning on two more total four with red flasher on top.,2/14/2008,41.5833333,-87.5,red
22324,1/24/2008 19:00,waddington,ny,us,light,180,3 min.,3 orange light appeared in a arched shape lasted 2 to 3 mins. then disappeared&#44 no noise.,2/14/2008,44.8644444,-75.2044444,orange
22333,1/24/2008 23:00,montgomery,tx,us,disk,180,2-3 minutes,A disklike object with two very large&#44 bright yellow lights seen approx 2-3 minutes in Lake Conroe Forest&#44 Montgomery&#44 Texas. 500 L,2/14/2008,30.3880556,-95.6961111,yellow
22335,1/24/2008 23:30,florence,al,us,teardrop,10,10 seconds,A free-fallin teardrop shaped neon green object vanished right before crashing into the ground.,2/14/2008,34.7997222,-87.6772222,green
22350,12/4/2009 20:00,canfield,oh,us,circle,900,15 minutes,Strong white lit object seen over Canfield&#44 OH for 15 minutes.,12/12/2009,41.0250000,-80.7611111,white
22357,1/24/2009 21:00,pipe creek,tx,us,light,1800,30 min.,light with red flame from the bottom appeared in the western sky and hovered for long time southwest of San Antonio Tx.,3/19/2009,29.7233333,-98.9355556,red
22360,1/24/2009 22:25,fairless hills,pa,us,oval,30,30 seconds,Faint reddish-orange oval with one red light revolving around it. Extremely smooth travel that was viewed for approximately 30 sec.,3/19/2009,40.1794444,-74.8555556,red
22362,1/24/2009 23:35,norwich (uk/england),,gb,circle,60,1 min,we saw two circular flaring orange shape objects in the sky flying together rather fast&#44 quite low&#44 with no sound.,3/19/2009,52.633333,1.3,orange
22371,12/4/2010 21:00,somerset,nj,us,light,1800,30 mins,Four powerful white lights circling in a circular manner.  ((NUFORC Note:  Advertising lights??  PD)),1/5/2011,40.4975000,-74.4888889,white
22374,12/4/2011 01:00,manchester,ct,us,other,120,2 minutes,Huge bright orange semi-circle hovering over house,12/12/2011,41.7758333,-72.5219444,orange
22377,12/4/2011 02:00,seaton (uk/england),,gb,unknown,1800,30 minutes,Strange orange light moving erratically around the Orion&#39s belt location&#44 dec 2011.,12/12/2011,52.566667,-0.666667,orange
22379,12/4/2011 06:25,monterrey (mexico),,,light,120,2 min,An orange ball of light was faster than a plane or helicopter and disappeared,12/12/2011,25.686614,-100.316113,orange
22391,12/4/2011 23:32,palmetto bay,fl,,disk,360,6 minutes,My son and I witnesses an luminum oval shape with rectangular blue lights around it&#44 only 10 feet way from our house.,12/12/2011,25.621772,-80.324775,blue
22392,12/4/2012 01:00,newark,de,us,unknown,120,2 minutes,Silent aircraft blinking white light six-flash increments. Followed by jet. Near Kirkwood Hwy and Polly Drummond Hill Rd.,12/20/2012,39.6836111,-75.75,white
22393,12/4/2012 02:00,akola (india),,,cylinder,10,10 seconds,A cylinder cyphor like structure (supersonic) no blades&#44 white in colour&#44duration 5-10 seconds.,3/3/2013,20.7333,77.0,white
22395,1/24/2012 07:50,miesau (germany),,de,fireball,2,2 seconds,I witnessed a bright green fireball.,1/24/2012,49.4,7.433333,green
22404,12/4/2012 18:45,corpus christi,tx,us,light,900,15 minutes,1 bright white light and slowly diminished followed by a larger orange light that turned white and slowly diminished in same spot,12/20/2012,27.8002778,-97.3961111,white
22405,1/24/2012 19:00,brick,nj,,fireball,300,5 minutes,Reddish orange fireball hovering just above the trees for about three minutes.,2/3/2012,40.057838,-74.137183,orange
22413,12/4/2012 19:45,lake villa,il,us,triangle,2,seconds,BIG Triangle shape craft with red and yellow combined lights with no noise over north il,12/20/2012,42.4169444,-88.0738889,red
22414,12/4/2012 20:00,muncie,in,us,circle,7200,2 hours,At one point I centered on the object. It was light grayish blue with a dark circular center.,12/20/2012,40.1933333,-85.3863889,blue
22419,12/4/2012 21:30,westboro,mo,us,sphere,5,5 seconds,Translucent light blue sphere with orange electrial bolts apearing inside and tail trailing behind.,12/20/2012,40.5347222,-95.3188889,blue
22424,1/24/2012 23:30,kenosha,wi,us,sphere,15,brief moment,Five circle-shaped&#44 green objects flew across the sky&#44 making my car lights flicker.,2/3/2012,42.5847222,-87.8211111,green
22425,1/24/2012 23:45,st. augustine,fl,us,light,4,3-4 seconds,Glowing white lite shoots across sky and makes sudden U turns and spirals.,1/24/2012,29.8944444,-81.3147222,white
22428,12/4/2013 01:00,raleigh,nc,us,light,1500,15-25 minutes,Two lights. One bright white light &amp; a dim blue one (appearing &amp; disappearing). Ground level &amp; moving closer.,12/5/2013,35.7719444,-78.6388889,white
22434,1/24/2013 16:10,port charlotte,fl,us,light,600,10 minutes,Round red light with blinking yellow lights on the back.,2/4/2013,26.9758333,-82.0908333,red
22437,12/4/2013 17:30,dudley,ma,us,circle,120,2 minutes,Bright white blinking light.  ((NUFORC Note:  Sighting of Venus.  PD)),12/5/2013,42.0450000,-71.9305556,white
22441,12/4/2013 19:00,tucson,az,us,light,180,3 minutes,3 bright orange lights seen over east Tucson,12/23/2013,32.2216667,-110.9258333,orange
22447,12/4/2013 21:05,valley head,wv,us,light,1200,20 minutes,Fleet of 30 UFO&#39s crossing E/W and N/S - very high blinking white red green in square.,12/12/2013,38.5450000,-80.0361111,white
22449,1/24/2014 06:50,maumee,oh,us,circle,120,2 minutes,Bright white light floating across sky.  It did not blink and there was no noise.,1/30/2014,41.5627778,-83.6538889,white
22454,1/24/2014 18:55,lewisville,tx,us,light,10,~10 seconds,UFO with bright white tail almost crashed on highway but vanished just before impact.,1/30/2014,33.0461111,-96.9938889,white
22459,1/24/2014 19:45,hernando,ms,us,circle,30,30 seconds,I saw 3 oval bright white object go up and leave our atmosphere. They left a trail like shootings stars going up instead of down. It wa,1/30/2014,34.8238889,-89.9936111,white
22460,1/24/2014 19:55,honolulu,hi,us,light,300,5 minutes,Small red light&#44 first stationery then in fast motion over Waikiki observed from Ala Wai harbor.,1/30/2014,21.3069444,-157.8583333,red
22463,1/24/2014 20:05,kelso,wa,us,formation,240,3-4 minutes,12-14 bright orange lights that formed a line and than around each other and than left in a hurry.,1/30/2014,46.1469444,-122.9072222,orange
22466,1/24/2014 21:40,highlands ranch,co,us,fireball,300,5 minutes,Fire orange orbs.,1/30/2014,39.5538889,-104.9688889,orange
22469,1/24/2014 23:12,frankfort,ky,us,triangle,300,5 minutes,Triangular shaped object with red and blue lights hovering.,1/30/2014,38.2008333,-84.8733333,red
22479,12/5/1991 19:30,tarzana,ca,us,sphere,210,3.5min,&#3991&#44 SF Valley. 5 small&#44 bright&#44 low-flying red spheres&#44 followed fwy traffic: melded together from 5-3-1-2-4 total. West-to-East,4/28/2001,34.1733333,-118.5530556,red
22502,12/5/1998 21:21,pahrump,nv,us,circle,60,1 minute,enroute to las vegas  I observed a green orb from my rearview mirrior and the in my windsheild. It made a  slight change of directions,1/28/1999,36.2083333,-115.9830556,green
22511,12/5/1999 05:05,dalton,ga,us,circle,15,15 seconds?,A bright yellow object traveling from west to east&#44 ending in a bright flash,12/16/1999,34.7697222,-84.9702778,yellow
22518,12/5/1999 20:30,cleveland,nc,us,circle,600,10 min,it was an orange glowing circle,7/1/2002,35.7330556,-80.6772222,orange
22530,1/25/2000 21:40,montlu&ccedil;on (france),,,,360,6 minit,SORRY FOR MY ENGLISH &#33&#33&#33 a yellow light on north/ouest montlu&ccedil;on .the light  was different than stars after five minits of no mouvement,2/16/2000,46.341547,2.601991,yellow
22538,1/25/2001 21:30,sidney,oh,us,sphere,180,about 3 minuets,Sphere that emitted blue &amp; red flashes &amp; disapered without a trace.,2/18/2001,40.2841667,-84.1555556,blue
22539,12/5/2001 22:24,oklahoma city,ok,us,light,420,7 min,Large slow moving cluster of fire balls with orange tails.,5/14/2002,35.4675000,-97.5161111,orange
22540,1/25/2001 22:33,seattle,wa,us,fireball,1,one secaond,While driving noth on I-5 I observed the white fireball dropping out of the sky as I looked in the direction over northeast Seattle.  I,2/18/2001,47.6063889,-122.3308333,white
22544,12/5/2002 02:00,baytown,tx,us,other,900,15min.,It was black blending with the night sky. It moved very slowly for the time I watched it. It was shaped like a squared off boomerange o,7/16/2003,29.7352778,-94.9772222,black
22546,12/5/2002 08:56,richardson,tx,us,unknown,90,90 seconds,daytime stationary black dot aloft showing a brilliant white light,12/23/2002,32.9480556,-96.7294444,black
22551,12/5/2002 19:45,folsom (over/cameron park),ca,us,triangle,300,5 min ?,I saw a large triangular craft with three large white lights on the tips and dimmer light in the center.,12/23/2002,38.6780556,-121.175,white
22554,1/25/2002 20:45,avondale,az,us,light,4,4 seconds,seven or eight white and red lights wink out starting at outer edges till it was gone.,1/29/2002,33.4355556,-112.3488889,white
22556,1/25/2002 22:00,st. catharines (canada),on,ca,circle,8,8 seconds,Three red dots weaving,9/19/2002,43.166667,-79.233333,red
22563,1/25/2003 14:03,bensheim (germany),,de,oval,15,10-15 seconds,I saw a white spot with a white cloudy haze around it in the sky about the size of an eraser head that dissappeared after about 15 sec.,1/26/2003,49.680278,8.616111,white
22564,12/5/2003 16:50,dekalb (outside of),il,us,circle,3,3 seconds,red light darting across the sky&#44 oddly spaced,12/9/2003,41.9294444,-88.7502778,red
22568,12/5/2003 17:43,orillia (canada),on,ca,light,5,approx: 4 or 5 seconds,HBCCUFO CANADIAN REPORT:  Two orange lights  racing one another across the sky.,12/9/2003,44.6,-79.416667,orange
22569,12/5/2003 17:45,cary,nc,us,cigar,10,10 seconds,A flash of light then a unclipped silver cigar shaped craft slowly glided with blue flames coming out then another flash&#44it was gone,10/30/2006,35.7913889,-78.7813889,silver
22577,12/5/2003 23:27,belleville,il,us,other,30,30 seconds,Dull white starlike object traveling east to west,12/9/2003,38.5200000,-89.9838889,white
22579,12/5/2004 07:00,east stroudsburg,pa,us,light,5,approximately 5 seconds e,object in the vacinity of the airplane that appeared to be a bright orange light&#44 similar to what you would see as the sun rise reflect,12/14/2004,40.9994444,-75.1816667,orange
22582,1/25/2004 18:30,germantown,tn,us,cigar,5,5 seconds,cigar shaped&#44 white&#44 green spot at rear&#44 seemed to be gradually falling,3/2/2004,35.0866667,-89.81,green
22588,12/5/2004 22:00,strathroy (canada),on,ca,diamond,600,10 minutes,Slow moving diamond/triangle shaped low flying craft without any sound w/bright white lights on tips and scrolling blue and red lights,12/14/2004,42.95,-81.616667,white
22591,1/25/2005 00:00,fountain inn,sc,us,light,30,30 seconds,Bright white light &#44non flashing&#44leading in front of two airliners.,2/22/2005,34.6888889,-82.1958333,white
22601,1/25/2005 17:00,new york city (brooklyn),ny,us,cylinder,60,1 minute,Craft above field outside NYC&#44 black torpedo glowing lights&#44 flashed then disapeared.,2/8/2005,40.7141667,-74.0063889,black
22604,12/5/2005 18:05,tadmarton&#44 banbury (uk/england),,,triangle,30,30 seconds,Triangle shaped UFO&#44 three green lights at night in the countryside of Oxfordshire&#44 England.,12/16/2005,52.037774,-1.42576,green
22605,1/25/2005 18:25,great falls (14 miles north of),mt,us,fireball,2,two seconds,falling star that exploded into green sparks,1/27/2005,47.5002778,-111.3,green
22608,12/5/2005 21:00,cheyenne,wy,us,unknown,5,5 seconds,An orange object viewed intermmitantly in the night sky heading east at a relatively slow speed.,2/14/2006,41.1400000,-104.8197222,orange
22612,12/5/2005 23:00,centralia,wa,us,circle,4,4 seconds,3 craft a faint white heading ne. makeing a full circle as they flew 4 seconds later thy were gone&#33 i know what i saw&#33,12/16/2005,46.7163889,-122.9530556,white
22619,12/5/2006 18:00,high prairie (canada),ab,ca,disk,600,10 min,Two redish orange lights on the outside of the middle.Three orange lights around the back.The craft made no noise.,12/7/2006,55.433333,-116.483333,orange
22620,12/5/2006 18:00,north myrtle beach,sc,us,light,60,1 minute,3 orange lights or orbs over the atlantic ocean 6pm 12/05/06 north myrtle beach sc 23rd ave. south,12/7/2006,33.8158333,-78.6802778,orange
22624,12/5/2006 19:08,blairsville,ga,us,light,120,2 minutes,Drifting pair of solid and flashing red lights over north Georgia mountains.,12/7/2006,34.8761111,-83.9583333,red
22633,12/5/2006 22:38,sonoma,ca,us,light,300,5 mins,Bright red pulsating light that remained motionless for a long duration&#44 ascended and moved rapidly&#44 red droplets falling from object,12/7/2006,38.2919444,-122.4569444,red
22645,1/25/2007 18:30,brewster/carmel,ny,,light,30,20-30 secs,Super bright light&#44 low in sky&#44 within it a circle of blue lights&#44 hovered&#44 dropped vertically&#44 disappeared.,2/24/2007,41.406651,-73.638659,blue
22647,1/25/2007 19:10,frankfort,in,us,fireball,900,15 minutes,Stationary orange lights in sky NE of Frankfort&#44 Indiana on 2/25/07,2/1/2007,40.2794444,-86.5108333,orange
22648,1/25/2007 19:15,newbury park,ca,us,light,2,1-2 seconds,Bright white light seen decending into the hills of Newbury Park&#44 Ca. Jan. 25th&#44 2007.,2/24/2007,34.1841667,-118.9097222,white
22649,1/25/2007 19:30,otterbein,in,us,circle,180,1-3 min,bright orange circle of light that appeared and reappeared in a different location several times,2/1/2007,40.4905556,-87.0963889,orange
22654,1/25/2007 21:40,bath,oh,us,egg,240,4 minutes,Egg shaped object ringed with red and green lights observed rising into a clear night sky with no sound.,2/1/2007,41.1888889,-81.6363889,red
22655,1/25/2007 22:04,oklahoma city,ok,us,light,120,120 seconds,zig-zagging red light in the clear night sky,2/1/2007,35.4675000,-97.5161111,red
22656,12/5/2007 22:51,mount pleasant,mi,us,triangle,120,2 minutes,Very large black triangle with red and white lights at night&#44 seen again in morning with blue and white lights.,3/4/2008,43.5977778,-84.7675,black
